nct_id,final_screening,decision_basis,adjudication_reason,brief_title,study_type,overall_status,start_date,study_first_post_date,registry_last_update_post_date,enrollment,lead_sponsor,interventions,countries,has_results,minimum_age,maximum_age,sex,conditions,flash_triage,flash_confidence,sol_audit
NCT04899193,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Pergoveris FD and Liquid China BE Study,INTERVENTIONAL,COMPLETED,2021-05-08,2021-05-24,2022-06-15,72,"Merck Healthcare KGaA, Darmstadt, Germany, an affiliate of Merck KGaA, Darmstadt, Germany",Pergoveris FD; Pergoveris Liquid; Gonal-f; Luveris,China,False,18 Years,40 Years,FEMALE,Healthy,obvious_exclude,high,
NCT04922424,include,recorded_adjudication,Human confirmation: explicit transgender men population; the registered research question directly concerns cardiovascular effects and risks of testosterone GAHT.,Mechanisms and Interventions to Address Cardiovascular Risk of Gender-affirming Hormone Therapy in Trans Men,INTERVENTIONAL,WITHDRAWN,2022-09-30,2021-06-10,2022-11-03,0,Yale University,Atorvastatin; placebo,United States,False,18 Years,35 Years,ALL,Hypertension; Hyperlipidemias,likely_include,high,agree_likely_include
NCT04935164,exclude,recorded_adjudication,"Human confirmation: explicit gender-dysphoria population, but participants are required to be without hormone therapy and the registered research concerns psychiatric and neurophysiologic measures rather than GAHT.",Comparative Study of Gender Identity Disorder Versus Control,OBSERVATIONAL,RECRUITING,2021-03-26,2021-06-22,2025-06-05,120,Centre Hospitalier Henri Laborit,Psychiatric evaluations,France,False,18 Years,60 Years,ALL,"Gender Dysphoria, Adult",human_review,medium,likely_exclude
NCT04944654,exclude,recorded_adjudication,Human adjudication: the registered study evaluates Biktarvy efficacy/tolerability in trans people living with HIV and does not establish GAHT as an explicit drug-interaction exposure or analytic variable.,"Efficacy, Tolerability and Acceptability of Biktarvy by TPLWH",INTERVENTIONAL,TERMINATED,2023-01-07,2021-06-29,2024-05-13,1,Chelsea and Westminster NHS Foundation Trust,BIKTARVY 50Mg-200Mg-25Mg Tablet,United Kingdom,False,18 Years,,ALL,Human Immunodeficiency Virus,human_review,medium,genuinely_ambiguous
NCT04971447,include,recorded_adjudication,Human confirmation: explicit transgender population; endothelial outcomes are studied in relation to testosterone or feminizing hormone treatment.,Extracellular Vesicles and Endothelial Function in Transgender Subjects,INTERVENTIONAL,UNKNOWN,2022-08,2021-07-21,2022-07-25,136,"Central Hospital, Nancy, France",gender affirming hormonal treatment in transgender men; gender affirming hormonal treatment in transgender women,,False,18 Years,49 Years,ALL,Transgenderism,likely_include,high,agree_likely_include
NCT04977765,include,recorded_adjudication,Human confirmation: explicit transgender male population; cardiometabolic outcomes are measured longitudinally after gender-affirming testosterone therapy.,Cardiometabolic Health in Transgender Males,OBSERVATIONAL,ACTIVE_NOT_RECRUITING,2021-09-30,2021-07-27,2025-10-03,90,Medical College of Wisconsin,,United States,False,12 Years,30 Years,ALL,Transgender; Transgenderism,likely_include,high,agree_likely_include
NCT04979338,exclude,recorded_adjudication,"Human confirmation: explicit transgender surgical population; the randomized interventions concern anesthetic blocks and bupivacaine for peri-operative pain, with no GAHT research component.","Development of Effective, Opioid Sparing Techniques for Peri-operative Pain Management of Transgender Patients Undergoing Gender Affirming Surgeries",INTERVENTIONAL,RECRUITING,,,2025-09-17,640,,Ultrasound guided Continuous Infraclavicular Brachial Plexus Block; Ultrasound guided Continuous Femoral Nerve Block; Ultrasound guided Pudendal Nerve Block; Bupivacaine; Bilateral ultrasound guided Transversus Abdominis Plane Block; Bilateral spermatic cord block; Pecs I & II Block; Local anesthetic,,False,18 Years,,ALL,Gender Dysphoria,human_review,medium,likely_exclude
NCT04993469,exclude,recorded_adjudication,"Human confirmation: explicit transgender/gender-nonconforming population; the study evaluates genital-surgery sensitivity and sexual-function outcomes, while hormone therapy is background treatment-pathway context only.",Patient Reported Outcome on Genital Sensitivity and Sexual Function After Genital Gender Affirming Surgery,INTERVENTIONAL,RECRUITING,,,2023-12-22,200,,Semmes-Weinstein monofilament testing and questionnaires,,False,18 Years,110 Years,ALL,Gender Dysphoria,human_review,medium,likely_exclude
NCT05010707,include,recorded_adjudication,Human confirmation: explicit transgender women population; estradiol regimens are directly compared with hormone-suppression and safety outcomes measured.,Transgender Estradiol Affirming Therapy,INTERVENTIONAL,COMPLETED,2021-08-02,2021-08-18,2024-11-26,39,Washington University School of Medicine,Transdermal patch; Pro-thrombotic markers; Metabolic markers; Hormone Profile; Daily Sublingual Tablet; BID Sublingual Tablet; Spironolactone,United States,True,18 Years,30 Years,MALE,Transgenderism,likely_include,high,agree_likely_include
NCT05016232,exclude,recorded_adjudication,"Human confirmation: explicit transgender-women population; the intervention and registered outcomes concern PrEP uptake and adherence, with no GAHT intervention, exposure, comparison, monitoring target, or analysis.",Adaptive Intervention to Facilitate PrEP Uptake/Adherence Among Transgender Women,INTERVENTIONAL,COMPLETED,,,2024-07-25,123,,PrEP N' Shine: Strength Based Case Management (Stage 1); PrEP N' Shine: Stepped Adherence Training and Counseling (Stage 2),,False,18 Years,,MALE,Prevention,human_review,medium,likely_exclude
NCT05016349,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,"Investigating the Potential Role of a Novel Quadrate Combination Therapy Mifepristone(Antiprogestrone), Tamoxifen, Retinoic Acid and Cannabidiol ( Selective Cyp 26 Inhibitor) for Treating Early Breast Cancer.",INTERVENTIONAL,UNKNOWN,2021-08,2021-08-23,2021-08-23,160,Mahmoud Ramadan mohamed Elkazzaz,All trans-retinoic acid; 13-Cis Retinoic Acid plus Tocopherol; Mifepristone; Cannabidiol; 9 cis retinoic acid; Tamoxifen; Standard therapy,,False,18 Years,70 Years,FEMALE,Breast Cancer Female,obvious_exclude,high,
NCT05019417,exclude,recorded_adjudication,Human confirmation: the study evaluates glycerol phenylbutyrate for MCT8 deficiency/Allan-Herndon-Dudley syndrome and thyroid-hormone abnormalities; there is no TGD population or GAHT research component.,Glycerol-Phenylbutyrate Treatment in Children With MCT Mutation (Allan-Herndon- Dudley Syndrome),INTERVENTIONAL,UNKNOWN,2021-06-30,2021-08-24,2021-08-24,6,Kaplan Medical Center,Glycerol Phenylbutyrate 1100 MG/ML,Israel,False,6 Months,20 Years,MALE,Monocarboxylate Transporter 8 Deficiency,obvious_exclude,high,agree_obvious_exclude
NCT05097820,exclude,recorded_adjudication,"Human confirmation: transgender participants are included for testicular-prosthesis placement, but the registered study evaluates implant safety, complications, satisfaction, and quality of life without a GAHT research component.",Prospective Observational Study on SEBBIN Silicone Gel-filled Testicular Implants,OBSERVATIONAL,RECRUITING,,,2024-09-19,100,,Placement of testicular prosthesis,,False,0 Years,110 Years,ALL,Testicular Cancer; Testicular Torsion; Gender Dysphoria; Undescended Testes; Orchitis; Testicular Agenesis; Testicular Atrophy; Prosthesis Durability,human_review,medium,likely_exclude
NCT05116293,include,recorded_adjudication,Human confirmation: explicit TGD population; testosterone GAHT effects on drug metabolism and transport are directly studied.,Effect of Testosterone Treatment on Drug Metabolism and Transport,OBSERVATIONAL,COMPLETED,2021-05-01,2021-11-11,2026-05-04,14,University of Washington,Midazolam oral solution; Digoxin Oral Tablet; Acetaminophen Oral Tablet,United States,False,18 Years,60 Years,ALL,Transgender Persons,likely_include,high,agree_likely_include
NCT05126134,exclude,recorded_adjudication,"Human confirmation: explicit transgender-adolescent population; the study measures psychiatric comorbidity and psychological vulnerabilities, with no registered GAHT-specific research component.",Psychological Vulnerabilities and Transgender Adolescents: A Descriptive Epidemiology Study,OBSERVATIONAL,COMPLETED,,,2022-07-29,15,,KSADS (Kiddie Schedule for Affective Disorders and Schizophrenia),,False,12 Years,18 Years,ALL,"Gender Dysphoria, Adolescent",human_review,medium,likely_exclude
NCT05130086,exclude,recorded_adjudication,"Human adjudication: stable GAHT defines the enrolled TGD population, but the registered research evaluates islatravir safety and pharmacokinetics without an explicit GAHT comparison, hormone outcome, or GAHT analysis.",A Study of Islatravir (MK-8591) in Trans and Gender Diverse Participants (MK-8591-035),INTERVENTIONAL,WITHDRAWN,2022-10-17,2021-11-22,2022-10-17,0,Merck Sharp & Dohme LLC,Islatravir,,False,18 Years,,ALL,Human Immunodeficiency Virus (HIV) Infections,likely_include,high,likely_exclude
NCT05153395,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Impact of Intranasal Insulin on Sympathetic Activity and Cerebral Vasodilation,INTERVENTIONAL,SUSPENDED,2021-12-01,2021-12-10,2025-12-19,65,University of Missouri-Columbia,Carbon dioxide breathing; Neurovascular Coupling; Human insulin,United States,False,18 Years,45 Years,ALL,Healthy; Vasodilation; Insulin Resistance; Autonomic Dysfunction; Obesity,obvious_exclude,high,
NCT05166083,include,recorded_adjudication,Human confirmation: explicit transgender men population; voice outcomes are measured longitudinally during testosterone GAHT.,Investigation of the Perceptual and Acoustic Voice in Trans Man,OBSERVATIONAL,COMPLETED,2022-03-11,2021-12-21,2025-07-08,26,Hacettepe University,Testosterone Hormon Therapy,Turkey (Türkiye),False,18 Years,60 Years,FEMALE,Gender Dysphoria; Voice Disorder Due to Transsexualism; Transgender Persons; Hormone Replacement Therapy,likely_include,high,agree_likely_include
NCT05166668,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Letrozole /GnRH Antagonist Protocol in Women Over 40 Years Undergoing ICSI Cycle,INTERVENTIONAL,COMPLETED,2021-11-01,2021-12-22,2025-02-12,200,Menoufia University,Letrozole 2.5mg tablet,Egypt,False,40 Years,44 Years,FEMALE,Ovarian Stimulation,obvious_exclude,high,
NCT05169762,include,recorded_adjudication,Human confirmation: explicit transgender women/nonbinary population; long-term cardiovascular outcomes are studied during feminizing GAHT.,Feminizing Treatment in Transgender Women and Non-binary Persons,OBSERVATIONAL,RECRUITING,2022-02-01,2021-12-27,2025-03-21,100,Odense University Hospital,standard treatment,Denmark,False,18 Years,,MALE,Transgenderism,likely_include,high,agree_likely_include
NCT05175170,exclude,recorded_adjudication,"Human confirmation: the study evaluates fertility decision-making and a fertility decision aid; GAHT is not an intervention, exposure, comparison, monitoring target, pharmacologic variable, or analyzed outcome.",Fertility Decision-Making in Youth and Young Adults,INTERVENTIONAL,COMPLETED,,,2023-04-07,20,,Decision-aid,,False,8 Years,24 Years,ALL,Transgender Adolescents & Young Adults,likely_include,high,agree_likely_include
NCT05195164,include,recorded_adjudication,Human confirmation: explicit transgender population; sex-hormone concentrations are repeatedly monitored alongside vascular and metabolic outcomes in participants receiving GAHT.,The Effects of Orchiectomy and Age on Vascular and Metabolic Health in Older Versus Younger Transgender Women,OBSERVATIONAL,COMPLETED,2021-03-22,2022-01-18,2024-09-19,17,"University of Colorado, Denver",No intervention,United States,False,18 Years,99 Years,ALL,Transgender; Gender Identity; Vascular Stiffness; Vascular Inflammation; Insulin Sensitivity; Blood Pressure; Lipid Disorder; Appetitive Behavior,human_review,medium,likely_include
NCT05204732,exclude,recorded_adjudication,Human confirmation: intonation/voice-training trial; prior testosterone exposure is background rather than the intervention or analyzed exposure.,Acoustic and Perceptual Effects of Intonation Training in Gender Diverse People,INTERVENTIONAL,COMPLETED,,,2025-04-17,55,,Intonation training; Sham therapy + intonation training,,False,18 Years,60 Years,ALL,Gender Dysphoria,human_review,medium,likely_exclude
NCT05230979,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,"Evaluation of Common Bean Baked Snack Consumption on Subjective Satiety, Energy Intake and Glycemic Response in People With Overweight and Normal Weight",INTERVENTIONAL,COMPLETED,2021-11-15,2022-02-09,2022-07-20,18,"Centro Universitario de Ciencias de la Salud, Mexico",Common bean baked snack; Cooked beans; White bread; Anhydrous glucose (first session) (for glycemic index determination); Anhydrous glucose (second session) (for glycemic index determination); Common bean baked snack (for glycemic index determination),Mexico,False,18 Years,50 Years,ALL,Overweight; Healthy,obvious_exclude,high,
NCT05244694,exclude,recorded_adjudication,"Human confirmation: the study evaluates insulin effects on sympathetic vasoconstriction in healthy adults; there is no explicitly defined TGD population or GAHT intervention, exposure, comparison, monitoring target, or outcome.",Impact of Insulin on Sympathetic Nervous System-mediated Peripheral Vasoconstriction,INTERVENTIONAL,COMPLETED,2020-08-06,2022-02-17,2023-02-17,28,University of Missouri-Columbia,Insulin,United States,False,18 Years,45 Years,ALL,Vasoconstriction; Healthy; Insulin Resistance,obvious_exclude,high,agree_obvious_exclude
NCT05273112,exclude,recorded_adjudication,"Human confirmation: broad medical-transition quality-of-life study without an explicit GAHT-specific comparison, hormone outcome, or pharmacologic analysis.",Evaluation of the Variation in Quality of Life During Medical Transition for Transgender People.,OBSERVATIONAL,NOT_YET_RECRUITING,,,2026-05-20,400,,,,False,18 Years,75 Years,ALL,Gender Dysphoria,human_review,medium,likely_exclude
NCT05292820,exclude,recorded_adjudication,Human confirmation: post-vaginoplasty sexual-function study; no hormone-specific research component.,Sexual Function of Trans Women After Vaginoplasty,OBSERVATIONAL,COMPLETED,,,2023-02-10,158,,Validated and non-validated questionnaire for exploration of sexuality and satisfaction after surgical procedure,,False,18 Years,,FEMALE,Gender Dysphoria Vaginoplasty Sexuality,human_review,medium,likely_exclude
NCT05318755,include,recorded_adjudication,Human confirmation: explicit TGD population; physical and psychological effects of GAHT are explicit study aims.,China Gender-affirming Hormone Therapy Study,OBSERVATIONAL,RECRUITING,2022-04-16,2022-04-08,2024-11-07,240,Peking University Third Hospital,GAHT for transgender men; GAHT for transgender women,China,False,18 Years,40 Years,ALL,Transgender; Gender Incongruence,likely_include,high,agree_likely_include
NCT05334888,include,recorded_adjudication,Human confirmation: explicit TGD population; longitudinal microbiome and cardiovascular-risk outcomes are studied in relation to hormone therapy.,Sex-differential Host-microbiome CVD Risk - A Longitudinal Cohort Approach,OBSERVATIONAL,RECRUITING,2022-08-29,2022-04-19,2026-06-15,200,"Charite University, Berlin, Germany",,Germany,False,18 Years,50 Years,ALL,Transgender; Gut Microbiome; Immune System; Cardiovascular Risk Factors,likely_include,high,agree_likely_include
NCT05369247,exclude,recorded_adjudication,"Human confirmation: the trial compares exercise protocols during pregnancy; estrogen, progesterone, and testosterone are measured as secondary physiologic biomarkers, not GAHT, and no TGD population is defined.",Interval Versus Continuous Exercise During Pregnancy,INTERVENTIONAL,COMPLETED,2020-12-01,2022-05-11,2023-01-20,32,University of Alberta,High intensity Interval Training; Moderate Intensity Continuous Training,Canada,False,18 Years,50 Years,FEMALE,"Pregnancy Related; Glucose, Low Blood; Fetal Heart Rate or Rhythm Abnormality Affecting Fetus; Fetal Blood Flow",obvious_exclude,high,agree_obvious_exclude
NCT05387577,include,recorded_adjudication,"Human confirmation: explicit transgender women population; oral, sublingual, and transdermal estradiol regimens are directly compared for coagulation/fibrinolysis outcomes.",Coagulation and Fibrinolysis of Estradiol in Transwomen,INTERVENTIONAL,TERMINATED,2021-12-07,2022-05-24,2022-12-21,6,Medical College of Wisconsin,Estradiol Tablets; Transdermal patch; Estradiol Tablets,United States,False,18 Years,,MALE,Transgenderism; Clotting Disorder,likely_include,high,agree_likely_include
NCT05428215,include,recorded_adjudication,Human confirmation: explicit transgender women population; oral versus sublingual 17-beta-estradiol pharmacokinetics are directly compared.,Comparison of PKs of 17-Beta-Estradiol Via Sublingual Placement Versus Swallowing in Male-to-Female Transgender Patients,INTERVENTIONAL,TERMINATED,2022-12-29,2022-06-23,2023-07-27,2,MaineHealth,17beta Estradiol,United States,False,18 Years,,MALE,Gender Dysphoria,likely_include,high,agree_likely_include
NCT05442463,include,recorded_adjudication,Human confirmation: explicit transgender populations; cardiorenal physiology is analyzed in relation to exogenous estrogen or testosterone exposure.,Hormone Therapy and Angiotensin-Dependent Arterial and Renal Vasoconstriction in Humans,OBSERVATIONAL,RECRUITING,2020-11-30,2022-07-05,2025-03-27,200,University of Calgary,Captopril Tablets; Iohexol,Canada,False,18 Years,90 Years,ALL,Hormone Therapy,likely_include,high,agree_likely_include
NCT05454579,exclude,recorded_adjudication,"Human confirmation: broad transgender health cohort; gender-affirmation history including hormones is collected, but no hormone-specific research objective or analysis is registered.",The South-East Asian Transgender Health Cohort,OBSERVATIONAL,COMPLETED,2022-12-02,2022-07-12,2026-03-30,450,"Institute of HIV Research and Innovation Foundation, Thailand",,Philippines; Thailand; Vietnam,False,18 Years,,ALL,HIV; STIs; HCV,human_review,medium,likely_exclude
NCT05455398,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Establishment of a Trans-round Window Inner Ear Continuous Drug Delivery System for the Treatment of Severe-to-profound Sudden Sensorineural Hearing Loss,INTERVENTIONAL,UNKNOWN,2021-04-01,2022-07-13,2022-07-13,218,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,Surgical treatment of round window niche enlargement via round window for inner ear drug delivery; Drum chamber drug injection,China,False,18 Years,65 Years,ALL,"Hearing Loss, Sudden",obvious_exclude,high,
NCT05464186,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Effects of Whole vs. Nonfat Milk Consumption on Body Composition in Children,INTERVENTIONAL,RECRUITING,2022-12-28,2022-07-19,2026-01-08,200,Boston Children's Hospital,Whole milk; Nonfat milk,United States,False,9 Years,12 Years,ALL,Obesity; Diabetes; Cardiovascular Diseases,obvious_exclude,high,
NCT05469204,include,recorded_adjudication,Human confirmation: explicit TGD population; estradiol GAHT effects on drug metabolism and transport are directly studied.,Effect of Estrogen Treatment on Drug Metabolism and Transport,INTERVENTIONAL,COMPLETED,2022-11-01,2022-07-21,2026-01-09,22,University of Washington,Midazolam oral solution; Digoxin Oral Tablet; Acetaminophen Oral Tablet; Midazolam Injectable Solution,United States,False,18 Years,55 Years,ALL,Transgender Persons,likely_include,high,agree_likely_include
NCT05487794,include,recorded_adjudication,Human confirmation: explicit transgender men population; testosterone cypionate dosing strategies are directly compared for GAHT-associated erythrocytosis.,Effect of Dose Fractionation of Testosterone Cypionate on Transgender Men with Erythrocytosis,INTERVENTIONAL,COMPLETED,2022-09-01,2022-08-04,2025-03-28,46,University of Sao Paulo,Testosterone Cypionate 100 MG/ML,Brazil,False,18 Years,40 Years,FEMALE,Testosterone; Transsexualism; Hematologic Diseases,likely_include,high,agree_likely_include
NCT05489159,include,recorded_adjudication,Human confirmation: explicit transgender adolescent population; sleep and insulin-resistance outcomes are measured before and after testosterone or estradiol GAHT initiation.,Sleep and IR in Transgender Adolescents,OBSERVATIONAL,COMPLETED,2022-10-12,2022-08-05,2025-01-16,10,Duke University,,United States,False,12 Years,18 Years,ALL,Sleep Disorder; Insulin Resistance; Gender Dysphoria,likely_include,high,agree_likely_include
NCT05527353,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,AMH for the Identification of PCOM in PCOS Diagnosis,OBSERVATIONAL,UNKNOWN,2020-05-13,2022-09-02,2022-09-02,1800,Oulu University Hospital,,Finland,False,32 Years,37 Years,FEMALE,Polycystic Ovary Syndrome,obvious_exclude,high,
NCT05529862,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,"Trans-RosaLEE Study: a Biomarker-directed, Translational Study",INTERVENTIONAL,ACTIVE_NOT_RECRUITING,2023-06-20,2022-09-07,2026-01-22,115,Institut Paoli-Calmettes,Pre-treatment biopsy; Post treatment biopsy; Pre treatment blood sampling; Post treatment blood sampling,France,False,18 Years,,FEMALE,Advanced or Metastatic Breast Cancer (BC),obvious_exclude,high,
NCT05534763,exclude,recorded_adjudication,Human confirmation: internet-delivered psychological intervention for transgender people; no GAHT research component.,Internet-delivered Treatment for Transgender Individuals With Co-occurring Mental Health Problems,INTERVENTIONAL,COMPLETED,,,2023-09-11,24,,IERGD; IER SUPPORT,,False,18 Years,60 Years,ALL,Gender Dysphoria; Emotion Regulation; Internet Delivered Treatment,human_review,medium,likely_exclude
NCT05583058,include,recorded_adjudication,Human confirmation: explicit TGD population; hormone overdose/misuse versus regular GAHT use is directly studied.,Sex Hormone Overdose and Misuse in Chinese Transgender and Gender Non-conforming Population,OBSERVATIONAL,NOT_YET_RECRUITING,2022-12-15,2022-10-17,2022-10-17,260,Xiamen University,Hormone Overdose and Misuse,China,False,12 Years,,ALL,Gender Incongruence; Gender Dysphoria,likely_include,high,agree_likely_include
NCT05587296,exclude,recorded_adjudication,"Human confirmation: the study treats vasomotor symptoms caused by breast-cancer endocrine therapy in women; hormone-receptor/endocrine treatment is oncologic context, not GAHT, and no TGD population is defined.","A Study to Learn More About How Well Elinzanetant Works and How Safe it is Compared to Placebo for the Treatment of Hot Flashes Caused by Anti-cancer Therapy in Women With, or at High Risk for Developing Hormone-receptor Positive Breast Cancer",INTERVENTIONAL,ACTIVE_NOT_RECRUITING,2022-10-14,2022-10-20,2026-07-09,474,Bayer,Elinzanetant (BAY3427080); Placebo,Austria; Belgium; Canada; Finland; France; Germany; Hungary; Ireland; Israel; Italy; Kazakhstan; Poland; Portugal; Romania; Spain; United Kingdom,True,18 Years,70 Years,FEMALE,"Vasomotor Symptoms Caused by Adjuvant Endocrine Therapy in Women With, or at High Risk for Developing Hormone-receptor Positive Breast Cancer; Hot Flashes",obvious_exclude,high,agree_obvious_exclude
NCT05587751,include,recorded_adjudication,Human confirmation: explicit TGD population; pulmonary-function changes are evaluated in relation to masculinizing or feminizing hormone therapy.,Evaluation of Gender-Affirming Treatments on Pulmonary Function in Transgender and Gender Diverse Patients,INTERVENTIONAL,RECRUITING,2023-02-01,2022-10-20,2026-05-18,44,Mayo Clinic,Spirometry; Plethysmography,United States,False,14 Years,,ALL,Hormonal Gender-Affirming Therapy,likely_include,high,agree_likely_include
NCT05602805,exclude,recorded_adjudication,Human confirmation: general bariatric/obesity mental-health databank without an explicitly defined TGD study population or GAHT research role.,BariaPSY: the Data Bank,OBSERVATIONAL,RECRUITING,2022-11-15,2022-11-02,2024-10-09,10000,Laval University,,Canada,False,18 Years,,ALL,Bariatric Surgery Candidate; Obesity,human_review,medium,likely_exclude
NCT05607303,include,recorded_adjudication,Human confirmation: explicit transgender youth population; headache and brain outcomes are measured before and after estrogen GAHT.,Effect of Hormones on Frequency of Headache and Brain Structure and Function in Puberty,OBSERVATIONAL,ACTIVE_NOT_RECRUITING,2021-12-14,2022-11-07,2025-07-04,140,"University of Colorado, Denver",Clinical estrogen therapy,United States,False,9 Years,20 Years,ALL,Headache; Gender Identity,likely_include,high,agree_likely_include
NCT05649605,include,recorded_adjudication,Human confirmation: explicit transgender men population; early psychological effects of testosterone GAHT are directly tested.,Early Mental Response - The EMRE Study,INTERVENTIONAL,RECRUITING,2023-03-07,2022-12-14,2023-03-08,70,Karolinska University Hospital,Testosterone treatment; Placebo treatment,Sweden,False,18 Years,99 Years,FEMALE,Gender Dysphoria; Gender Identity; Gender Issues,likely_include,high,agree_likely_include
NCT05649943,exclude,recorded_adjudication,"Human confirmation: androgen-deprivation therapy is used to treat metastatic hormone-sensitive prostate cancer; this is an oncologic indication, not GAHT, and no TGD population is defined.",Multimodal Approach in Patients With mHSPC. Randomized Trial of APA+ADT vs APA-ADT and Local Treatment,INTERVENTIONAL,RECRUITING,2023-03-01,2022-12-14,2025-09-03,566,"Fondazione IRCCS Istituto Nazionale dei Tumori, Milano",APA + ADT; Local Treatmetn RT or RP,Italy,False,18 Years,,MALE,Metastatic Hormone-Sensitive Prostate Cancer (mHSPC),obvious_exclude,high,agree_obvious_exclude
NCT05663892,include,recorded_adjudication,Human confirmation: explicit transgender women population; drug-drug interactions between feminizing hormone therapy and HIV treatment are directly evaluated.,Drug-Drug Interaction Study in Trans Women Living With HIV,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,2022-11-23,2022-12-23,2024-09-26,45,Maple Leaf Research,Biktarvy 50/200/25 Tab; Estradiol Tablets,Canada,False,18 Years,,ALL,Hiv; Transgenderism,likely_include,high,agree_likely_include
NCT05725967,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Endoscopic Metabolic and Bariatric Therapies,OBSERVATIONAL,ENROLLING_BY_INVITATION,2022-07-08,2023-02-13,2025-12-02,5000,"Christopher C. Thompson, MD, MSc","Primary Obesity Endoscopic Procedures; Endoscopic Revision of Bariatric Surgical Procedures; Bariatric Surgery Procedures; Endoscopic Sleeve Gastroplasty, Trans-oral Outlet Reduction; Intragastric Balloon; Primary obesity surgery endoluminal, Restorative obesity surgery endoluminal; Argon Plasma Coagulation, Gastroplasty with Endoscopic Myotomy, Bariatric Endoscopic Antral Myotomy, Pylorus Sparing Antral Myotomy; Aspiration Therapy",United States,False,18 Years,80 Years,ALL,"Obesity; Obesity, Morbid; Obesity Associated Disorder; Bariatric Surgery Candidate; Fistula, Gastric; Roux-en-y Anastomosis Site; Ulcer, Gastric; Abdominal Pain; Abdominal Obesity; Complication of Surgical Procedure; Complication of Treatment; Complication,Postoperative; Weight Gain; Weight Loss; Leak, Anastomotic; Delayed Gastric Emptying Following Procedure",obvious_exclude,high,
NCT05726903,exclude,recorded_adjudication,"Human confirmation: contraceptive counseling and depot medroxyprogesterone study in TGD youth; hormonal treatment is for contraception, not GAHT.",Counseling Among Gender Diverse Adolescents Who Use Depot Medroxyprogesterone,INTERVENTIONAL,COMPLETED,,,2026-02-12,35,,Depo-subQ Provera Injectable Product,,False,15 Years,21 Years,FEMALE,"Gender Dysphoria, Adolescent",human_review,medium,likely_exclude
NCT05787470,include,recorded_adjudication,Human confirmation: explicit TGD population; nociceptive and biologic outcomes are compared by testosterone/estradiol hormone status.,State of Hormones Impact Nociceptive Expression,OBSERVATIONAL,RECRUITING,2023-03-01,2023-03-28,2026-07-02,120,University of Alabama at Birmingham,Quantative sensory testing; Blood Draw,United States,False,18 Years,65 Years,ALL,Pain; Gender Identity,likely_include,high,agree_likely_include
NCT05808387,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,The Effects of Resveratrol on Sirtuins and Apoptosis Biomarkers,INTERVENTIONAL,UNKNOWN,2023-03-06,2023-04-11,2023-04-11,80,InCor Heart Institute,Resveratrol; Placebo,Brazil,False,55 Years,,FEMALE,Coronary Artery Disease; Menopause; Endothelial Dysfunction,obvious_exclude,high,
NCT05829018,exclude,recorded_adjudication,"Human confirmation: the study compares cardiovascular, immune, metabolic, and incretin physiology in South Asian versus Europid adults; hormone-related measures are physiologic biomarkers and there is no TGD population or GAHT research role.",Elucidating the High Cardiovascular Disease Risk in South Asians,INTERVENTIONAL,UNKNOWN,2023-04,2023-04-25,2023-04-25,48,Leiden University Medical Center,Mixed meal test,Netherlands,False,18 Years,30 Years,ALL,Cardiovascular Diseases,obvious_exclude,high,agree_obvious_exclude
