nct_id,brief_title,criterion_1_tgd,criterion_2_gaht,ai_triage,ai_triage_reason,confidence,human_decision_existing
NCT06537765,Combined Effect of Therapeutic Ultrasound and Trans Cutaneous Electrical Nerve Stimulation on Endometriosis,no,no,obvious_exclude,No explicit TGD population; reproductive or obstetric study in cisgender population.,high,
NCT06545721,Weight Cycling on Hyperandrogenemia and Insulin Resistance in Polycystic Ovary Syndrome,no,no,obvious_exclude,No explicit TGD population; oncology/urologic study in prostate disease/cancer.,high,
NCT06565663,MaPGAS Decision Making,yes,unclear,human_review,"Explicit TGD population, but primary intervention is surgical technique; human review required to verify if GAHT is an analyzed variable.",medium,
NCT06573177,Optimizing Individual Health Care for Young People With Gender Incongruence,yes,yes,likely_include,"Explicit transgender/gender-diverse population; GAHT is an explicit intervention, exposure, monitoring target, or primary variable.",high,
NCT06581679,Adenomyosis and Pregnancy: Levonorgestrel vs. GnRH for Blastocyst Transfer,no,no,obvious_exclude,No explicit TGD population; reproductive or obstetric study in cisgender population.,high,
NCT06615401,Understanding Perceived Access and Receipt of Gender-affirming Treatments Among Transgender Veterans,yes,unclear,human_review,"Explicit TGD population, but GAHT research role requires human adjudication to distinguish explicit exposure from background use.",medium,
NCT06639763,Erectile Aid Use in Post-phalloplasty and Post-metoidioplasty Transgender Patients,yes,unclear,human_review,"Explicit TGD population, but primary intervention is surgical technique; human review required to verify if GAHT is an analyzed variable.",medium,
NCT06639776,Sexual Functioning After Erection Prosthesis Placement in Post Phalloplasty Transgender Persons,yes,unclear,human_review,"Explicit TGD population, but primary intervention is surgical technique; human review required to verify if GAHT is an analyzed variable.",medium,
NCT06656676,WePrEP: Developing a PrEP Shared Decision-making Tool for Transgender Women,yes,unclear,human_review,"Explicit TGD population, but GAHT research role requires human adjudication to distinguish explicit exposure from background use.",medium,
NCT06670053,"Puberty, Testosterone, and Brain Development",yes,yes,likely_include,"Explicit transgender/gender-diverse population; GAHT is an explicit intervention, exposure, monitoring target, or primary variable.",high,
NCT06710496,HISTOLOGICAL RESULTS IN TRANSGENDER INDIVIDUALS ASSIGNED TO FEMALES AT BIRTH UNDERGOING GENDER AFFIRMATION SURGERY AND IN TESTOSTERONE THERAPY,yes,yes,likely_include,"Explicit transgender/gender-diverse population; GAHT is an explicit intervention, exposure, monitoring target, or primary variable.",high,
NCT06733350,Testosterone Replacement Therapy for the Treatment of Low Testosterone in Hypogonadal Men With Localized Prostate Cancer on Active Surveillance,no,no,obvious_exclude,No explicit TGD population; oncology/urologic study in prostate disease/cancer.,high,
NCT06733415,Changes in Energy Expenditure (EE) in Transsexuals Undergoing Hormonal Therapy,yes,unclear,human_review,"Explicit TGD population, but GAHT research role requires human adjudication to distinguish explicit exposure from background use.",medium,
NCT06741319,Behavioral and Psychosocial Characteristics of Clients Accessing Services at IHRI,yes,yes,likely_include,"Explicit transgender/gender-diverse population; GAHT is an explicit intervention, exposure, monitoring target, or primary variable.",high,
NCT06747624,A Crossover Clinical Trial Investigating the Effects of Geranylgeraniol (GG) Supplementation on Testosterone Levels in Healthy Men and Women Over an 18-week Period,no,no,obvious_exclude,No explicit TGD population; reproductive or obstetric study in cisgender population.,high,
NCT06774053,Swiss ProspectivE Cohort of TRAnsgender and Gender Diverse Individuals - The SPECTRA Study,yes,yes,likely_include,"Explicit transgender/gender-diverse population; GAHT is an explicit intervention, exposure, monitoring target, or primary variable.",high,
NCT06779331,Phosphate Urine Excretion in Critically Ill Patients,no,no,obvious_exclude,No explicit TGD population; reproductive or obstetric study in cisgender population.,high,
NCT06807580,Progesterone in Gender Affirming Hormone Therapy Study,yes,yes,likely_include,"Explicit transgender/gender-diverse population; GAHT is an explicit intervention, exposure, monitoring target, or primary variable.",high,
NCT06816355,Exogenous Sex Hormones and PONV,yes,yes,likely_include,"Explicit transgender/gender-diverse population; GAHT is an explicit intervention, exposure, monitoring target, or primary variable.",high,
NCT06844097,Intervention for Medical Student to Promote Cervical Cancer Screening Among Latinx Transmasculine Individuals,yes,unclear,human_review,"Explicit TGD population, but GAHT research role requires human adjudication to distinguish explicit exposure from background use.",medium,
NCT06854432,Assessment of Biological and Biometrological Parameters in Adult Subjects with Androgenetic Alopecia,no,no,obvious_exclude,No explicit transgender or gender-diverse study population identified in registry record.,high,
NCT06854965,Cohort Study on Factors Associated with the Evolution of Quality of Life Among Transgender Individuals in the French Population,yes,unclear,human_review,"Explicit TGD population, but study evaluates HIV/PrEP intervention; human review required to confirm if GAHT interactions are analyzed.",medium,
NCT06880705,The Trans-Led Care Study,yes,unclear,human_review,"Explicit TGD population, but study evaluates behavioral/psychosocial intervention; human review required to confirm hormone role.",medium,
NCT06939257,Pain Outcomes Associated With Exogenous Hormone Therapy in Adults,yes,yes,likely_include,Explicit gender-diverse adult population; explicitly compares pain outcomes in individuals initiating GAHT vs not using GAHT.,high,
NCT06953908,The Copenhagen Gender Identity Cohort,yes,unclear,human_review,"Explicit TGD population, but GAHT research role requires human adjudication to distinguish explicit exposure from background use.",medium,
NCT06969326,Topical Estrogen: Brief Intervention to Improve Postoperative Experience for Transgender Men Undergoing Hysterectomy,yes,unclear,human_review,"Explicit TGD population, but evaluates topical estradiol for post-hysterectomy wound healing with background testosterone; human review required.",medium,
NCT06987045,Trans and Non-binary Prostate-Specific Antigen Reference Interval Determination Study,yes,yes,likely_include,"Explicit transgender/gender-diverse population; GAHT is an explicit intervention, exposure, monitoring target, or primary variable.",high,
NCT07005648,Brazilian Registry of Menopausal Health,yes,unclear,human_review,"Explicit TGD population, but GAHT research role requires human adjudication to distinguish explicit exposure from background use.",medium,
NCT07017595,Gender-affirming Voice Training With Visual Feedback,yes,unclear,human_review,"Explicit TGD population, but primary intervention is vocal/speech therapy; human review required to verify if GAHT is an analyzed variable.",medium,
NCT07075731,Cervical and Endometrial Cancer Screening in Patients Seeking Gender-Affirming Hysterectomy,yes,unclear,human_review,"Explicit TGD population, but primary intervention is surgical technique; human review required to verify if GAHT is an analyzed variable.",medium,
NCT07085715,Pan-Viral Screening and Linkage to Care Among GBMSM and Trans Women in Spain,yes,unclear,human_review,"Explicit TGD population, but study evaluates HIV/PrEP intervention; human review required to confirm if GAHT interactions are analyzed.",medium,
NCT07092527,"Androgen Effects on the Reproductive Neuroendocrine Axis, 2025 Version",yes,yes,likely_include,"Explicit transgender/gender-diverse population; GAHT is an explicit intervention, exposure, monitoring target, or primary variable.",high,
NCT07128771,Cardiomodulatory Effects of Gender-Affirming Hormone Therapy,yes,yes,likely_include,"Explicit transgender/gender-diverse population; GAHT is an explicit intervention, exposure, monitoring target, or primary variable.",high,
NCT07145281,"Comparing the Effects of Sublingual Estradiol Treatment Versus Oral Estradiol With Cyproterone Acetate (CPA) Treatment on The Coagulation System in Transgender Women: A Prospective, Controlled Cohort Study",yes,yes,likely_include,"Explicit transgender/gender-diverse population; GAHT is an explicit intervention, exposure, monitoring target, or primary variable.",high,
NCT07145827,Effect of Metformin on Endometrial Thickness in Postmenopausal Breast Cancer Patients Receiving Tamoxifen,no,no,obvious_exclude,No explicit TGD population; study evaluates postmenopausal hormone therapy in cisgender women.,high,
NCT07147166,Evaluating the Efficacy of Force Modulating Tissue Bridge Device in Preventing Hypertrophic Scars Following Gender-Affirming Mastectomy,yes,unclear,human_review,"Explicit TGD population, but primary intervention is surgical technique; human review required to verify if GAHT is an analyzed variable.",medium,
NCT07148921,Perception of Pain During Gender Affirming Hormone Therapy,yes,yes,likely_include,"Explicit transgender/gender-diverse population; GAHT is an explicit intervention, exposure, monitoring target, or primary variable.",high,
NCT07181551,Forward to Quit: A Person-centered Mobile Technology Intervention for Smoking Cessation Among Transgender Adults,yes,unclear,human_review,"Explicit TGD population, but GAHT research role requires human adjudication to distinguish explicit exposure from background use.",medium,
NCT07187947,Cardiovascular Health of Transgender Individuals During the Gender-affirming Pathway,yes,yes,likely_include,"Explicit transgender/gender-diverse population; GAHT is an explicit intervention, exposure, monitoring target, or primary variable.",high,
NCT07194226,Attitudes and Decision Regret Regarding Fertility Preservation in Transgender Individuals,yes,unclear,human_review,"Explicit TGD population, but study evaluates behavioral/psychosocial intervention; human review required to confirm hormone role.",medium,
NCT07252687,The Effect of Gender-affirmative Measures on Breast Perception in Trans Men,yes,yes,likely_include,"Explicit transgender/gender-diverse population; GAHT is an explicit intervention, exposure, monitoring target, or primary variable.",high,
NCT07286123,Gender Affirming Vaginoplasty With Tubularized Augmented Peritoneal Cap (TAPCap) Utilizing Fish Skin Xenograft (Kerecis™),yes,unclear,human_review,"Explicit TGD population, but primary intervention is surgical technique; human review required to verify if GAHT is an analyzed variable.",medium,
NCT07324967,A Standardized Counseling Approach to Preoperative Education in Transmasculine Individuals Receiving Gender-affirming Surgery,yes,unclear,human_review,"Explicit TGD population, but primary intervention is surgical technique; human review required to verify if GAHT is an analyzed variable.",medium,
NCT07334951,Effect of Tvns in Obesity,no,no,obvious_exclude,No explicit TGD population; reproductive or obstetric study in cisgender population.,high,
NCT07358897,Gender Affirming Hormone Therapy and Immune Function in Trans Individuals - The GIFT Study,yes,yes,likely_include,"Explicit transgender/gender-diverse population; GAHT is an explicit intervention, exposure, monitoring target, or primary variable.",high,
NCT07394400,"Effects of Gender-Affirming Hormone Therapy on Cardiovascular, Metabolic, and Mental Health Outcomes in Transgender Adults.",yes,yes,likely_include,"Explicit transgender/gender-diverse population; GAHT is an explicit intervention, exposure, monitoring target, or primary variable.",high,
NCT07400419,Effects of Resistance Exercise Among TGD Individuals Initiating Estrogen-Based Gender-Affirming Hormone Therapy,yes,yes,likely_include,"Explicit transgender/gender-diverse population; GAHT is an explicit intervention, exposure, monitoring target, or primary variable.",high,
NCT07412509,"Can 3D Modeling Enhance Patient Understanding, Education, and Surgical Outcomes in Gender Affirming Peritoneal Vaginoplasty?",yes,unclear,human_review,"Explicit TGD population, but primary intervention is surgical technique; human review required to verify if GAHT is an analyzed variable.",medium,
NCT07417787,Point of Care Tests in the Management of Very Early Medical Abortion,yes,unclear,human_review,"Explicit TGD population, but GAHT research role requires human adjudication to distinguish explicit exposure from background use.",medium,
NCT07448272,Letrozole 5 mg for 10 Days Versus Letrozole 10 mg for 5 Days for Ovarian Stimulation in PCOS,no,no,obvious_exclude,No explicit TGD population; study investigates polycystic ovary syndrome in cisgender women.,high,
NCT07480590,"GLOW: Gender-Affirming Care and Mental Health: A Longitudinal Study On Quality of Life, Work Life, and Healthcare Outcomes",yes,unclear,human_review,"Explicit TGD population, but GAHT research role requires human adjudication to distinguish explicit exposure from background use.",medium,
NCT07481942,Body Composition Assessment in Transgender Population.,yes,yes,likely_include,"Explicit transgender/gender-diverse population; GAHT is an explicit intervention, exposure, monitoring target, or primary variable.",high,
NCT07509827,Evaluation of mHealth Intervention to Promote HIV Prevention and Overcome Stigma Among Transgender Women (EMPOW.HER),yes,unclear,human_review,"Explicit TGD population, but study evaluates behavioral/psychosocial intervention; human review required to confirm hormone role.",medium,
NCT07512856,The Implementation of a Trans-tailored Harm Reduction Service for Transgender Persons in Relation to chemsEX and Substance Use (iT-REX),yes,unclear,human_review,"Explicit TGD population, but study evaluates behavioral/psychosocial intervention; human review required to confirm hormone role.",medium,
NCT07516691,Evaluation of a New Strategy to Approach the Transgender Sex Worker Populations and Their Clients for Access to a Preventive Sexual Health System Through the ORTIF Digital Teleconsultation Solution,yes,unclear,human_review,"Explicit TGD population, but study evaluates HIV/PrEP intervention; human review required to confirm if GAHT interactions are analyzed.",medium,
NCT07542964,Transgender Analysis of Nephrological Studies Focused on Renal Metrics,yes,yes,likely_include,"Explicit transgender/gender-diverse population; GAHT is an explicit intervention, exposure, monitoring target, or primary variable.",high,
NCT07624747,Brain Health in Transgender Adults,yes,yes,likely_include,"Explicit transgender/gender-diverse population; GAHT is an explicit intervention, exposure, monitoring target, or primary variable.",high,
NCT07661823,"QAIAx (AIhealth4U) - AI Public Health Central: Microcity-A (re Quantum AI Agency Aka AI City Hall Project, UPSTO App Nos. 64/074,526, 64/063,557, 63/903,181, 63/729,428",yes,unclear,human_review,"Explicit TGD population, but study evaluates behavioral/psychosocial intervention; human review required to confirm hormone role.",medium,
NCT07681908,#TranscendentHealth: A Text Messaging Pregnancy Prevention Program for Transgender Boys,yes,unclear,human_review,"Explicit TGD population, but study evaluates HIV/PrEP intervention; human review required to confirm if GAHT interactions are analyzed.",medium,
NCT07699159,Cohort Network for Adolescents and Youth With multipLe Mental Health Conditions,yes,unclear,human_review,"Explicit TGD population, but GAHT research role requires human adjudication to distinguish explicit exposure from background use.",medium,
NCT07729644,Evaluation of State-Level Sexual and Gender Minority Laws for the Primary Prevention of Sexual and Intimate Partner Violence Among Sexual and Gender Minority Youth in the U.S.,yes,unclear,human_review,"Explicit TGD population, but GAHT research role requires human adjudication to distinguish explicit exposure from background use.",medium,
NCT07746999,North Jersey Community Research Initiative (NJCRI) Study on Transgender Liver Health,yes,yes,likely_include,"Explicit transgender/gender-diverse population; GAHT is an explicit intervention, exposure, monitoring target, or primary variable.",high,
NCT07755059,Proximal Splenic Artery Embolization (PSAE) for the Treatment of Refractory Ascites in Decompensated Cirrhosis,no,no,obvious_exclude,No explicit TGD population; study evaluates contraceptive efficacy/safety in cisgender women.,high,
NCT07759518,Letrozole High Dose (10 mg) Compared to Letrozole Low Dose( 5 mg) for Ovarian Stimulation in Infertile Women With Polycystic Ovary Syndrome,no,no,obvious_exclude,No explicit TGD population; study investigates polycystic ovary syndrome in cisgender women.,high,
